img_path,img_gt_class_labels,img_gt_bbox_coords
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000055.jpg,[3],"[[21.0, 68.0, 479.0, 307.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000457.jpg,"[15, 15]","[[1.0, 265.0, 46.0, 38.0], [44.0, 271.0, 43.0, 26.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004124.jpg,[10],"[[1.0, 70.0, 499.0, 253.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006540.jpg,"[0, 3, 3, 3, 3, 3]","[[176.0, 112.0, 315.0, 96.0], [196.0, 154.0, 10.0, 35.0], [220.0, 153.0, 13.0, 35.0], [236.0, 154.0, 11.0, 34.0], [255.0, 155.0, 11.0, 33.0], [353.0, 138.0, 21.0, 10.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004453.jpg,[3],"[[154.0, 62.0, 80.0, 113.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000150.jpg,[2],"[[145.0, 11.0, 199.0, 220.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004729.jpg,[0],"[[8.0, 106.0, 487.0, 127.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006898.jpg,"[17, 17]","[[1.0, 1.0, 245.0, 88.0], [1.0, 1.0, 476.0, 374.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002970.jpg,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14]","[[179.0, 70.0, 55.0, 73.0], [150.0, 170.0, 77.0, 81.0], [98.0, 226.0, 44.0, 47.0], [84.0, 297.0, 51.0, 36.0], [259.0, 291.0, 58.0, 42.0], [137.0, 278.0, 43.0, 51.0], [301.0, 293.0, 111.0, 40.0], [385.0, 22.0, 101.0, 90.0], [378.0, 233.0, 93.0, 79.0], [469.0, 233.0, 31.0, 83.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008146.jpg,[0],"[[228.0, 114.0, 51.0, 37.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000100.jpg,[3],"[[188.0, 1.0, 312.0, 332.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000051.jpg,"[3, 3]","[[9.0, 206.0, 24.0, 55.0], [103.0, 201.0, 20.0, 44.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006796.jpg,"[3, 3]","[[221.0, 68.0, 101.0, 432.0], [151.0, 103.0, 86.0, 397.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002195.jpg,[16],"[[110.0, 275.0, 117.0, 169.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005605.jpg,[3],"[[102.0, 147.0, 114.0, 231.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_007313.jpg,[17],"[[66.0, 107.0, 132.0, 145.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006631.jpg,"[0, 3]","[[17.0, 52.0, 483.0, 283.0], [191.0, 96.0, 150.0, 242.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000216.jpg,[14],"[[8.0, 12.0, 272.0, 253.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000865.jpg,[3],"[[19.0, 36.0, 395.0, 319.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_007096.jpg,[3],"[[68.0, 78.0, 182.0, 422.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005324.jpg,"[1, 1, 3, 3]","[[318.0, 80.0, 49.0, 175.0], [86.0, 200.0, 15.0, 49.0], [39.0, 41.0, 378.0, 334.0], [1.0, 186.0, 49.0, 68.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002488.jpg,[4],"[[1.0, 1.0, 499.0, 374.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002376.jpg,[3],"[[32.0, 9.0, 293.0, 366.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001988.jpg,"[4, 3, 3, 15]","[[191.0, 193.0, 111.0, 232.0], [194.0, 49.0, 114.0, 263.0], [3.0, 95.0, 211.0, 405.0], [133.0, 1.0, 16.0, 11.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006846.jpg,[3],"[[180.0, 53.0, 191.0, 322.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001589.jpg,[6],"[[163.0, 24.0, 337.0, 226.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001153.jpg,[2],"[[1.0, 1.0, 499.0, 333.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002455.jpg,[1],"[[274.0, 2.0, 135.0, 373.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006974.jpg,[3],"[[120.0, 112.0, 134.0, 327.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000842.jpg,"[3, 3]","[[1.0, 66.0, 172.0, 309.0], [166.0, 75.0, 266.0, 300.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_006214.jpg,"[3, 3, 3]","[[1.0, 6.0, 75.0, 317.0], [299.0, 38.0, 34.0, 123.0], [109.0, 38.0, 185.0, 315.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006063.jpg,[8],"[[2.0, 2.0, 373.0, 498.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002583.jpg,"[2, 2]","[[273.0, 61.0, 200.0, 302.0], [13.0, 44.0, 228.0, 268.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_002427.jpg,"[7, 7, 16]","[[161.0, 143.0, 100.0, 85.0], [1.0, 60.0, 136.0, 180.0], [253.0, 181.0, 67.0, 59.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008482.jpg,[8],"[[251.0, 215.0, 41.0, 28.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006342.jpg,[3],"[[42.0, 106.0, 295.0, 269.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001999.jpg,"[11, 11]","[[20.0, 49.0, 216.0, 177.0], [292.0, 21.0, 208.0, 221.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001414.jpg,[2],"[[2.0, 65.0, 273.0, 289.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004774.jpg,[3],"[[15.0, 207.0, 474.0, 132.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001796.jpg,[3],"[[31.0, 32.0, 404.0, 343.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000424.jpg,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[[1.0, 64.0, 374.0, 436.0], [329.0, 1.0, 46.0, 132.0], [56.0, 11.0, 23.0, 60.0], [74.0, 17.0, 26.0, 56.0], [231.0, 47.0, 22.0, 42.0], [206.0, 18.0, 20.0, 61.0], [194.0, 45.0, 14.0, 31.0], [113.0, 21.0, 18.0, 49.0], [132.0, 27.0, 19.0, 45.0], [22.0, 46.0, 20.0, 26.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_007146.jpg,"[3, 3]","[[138.0, 64.0, 98.0, 203.0], [35.0, 104.0, 139.0, 246.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000052.jpg,"[15, 3, 3]","[[159.0, 71.0, 117.0, 69.0], [156.0, 73.0, 13.0, 41.0], [141.0, 78.0, 13.0, 35.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_006490.jpg,"[11, 3, 18, 18, 18]","[[80.0, 309.0, 29.0, 23.0], [143.0, 165.0, 26.0, 83.0], [210.0, 9.0, 59.0, 58.0], [172.0, 27.0, 54.0, 38.0], [128.0, 25.0, 57.0, 42.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_003589.jpg,[14],"[[215.0, 254.0, 62.0, 72.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002497.jpg,[3],"[[115.0, 76.0, 291.0, 262.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000904.jpg,"[3, 3, 3, 9, 14, 15, 9]","[[222.0, 104.0, 202.0, 216.0], [139.0, 15.0, 255.0, 305.0], [74.0, 104.0, 162.0, 216.0], [1.0, 72.0, 95.0, 234.0], [281.0, 10.0, 134.0, 110.0], [427.0, 40.0, 73.0, 32.0], [334.0, 118.0, 68.0, 202.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001327.jpg,[3],"[[88.0, 284.0, 85.0, 134.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004095.jpg,"[7, 9, 14]","[[306.0, 203.0, 194.0, 172.0], [1.0, 215.0, 122.0, 130.0], [74.0, 153.0, 62.0, 66.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001203.jpg,"[17, 17, 17, 17, 3, 3, 3, 3]","[[203.0, 145.0, 226.0, 136.0], [121.0, 128.0, 196.0, 127.0], [39.0, 124.0, 98.0, 90.0], [334.0, 118.0, 92.0, 72.0], [97.0, 99.0, 46.0, 147.0], [149.0, 98.0, 69.0, 64.0], [243.0, 93.0, 33.0, 70.0], [321.0, 152.0, 53.0, 58.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_007760.jpg,[13],"[[1.0, 7.0, 499.0, 317.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002746.jpg,"[6, 6]","[[1.0, 47.0, 286.0, 274.0], [250.0, 69.0, 100.0, 118.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001957.jpg,[3],"[[110.0, 1.0, 262.0, 499.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_004169.jpg,[3],"[[2.0, 1.0, 318.0, 239.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000305.jpg,[2],"[[51.0, 102.0, 402.0, 154.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004254.jpg,[3],"[[22.0, 73.0, 352.0, 302.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_003580.jpg,"[11, 11, 11, 11, 11, 11]","[[181.0, 37.0, 180.0, 338.0], [338.0, 24.0, 104.0, 35.0], [32.0, 199.0, 159.0, 157.0], [1.0, 288.0, 49.0, 70.0], [164.0, 125.0, 19.0, 24.0], [302.0, 89.0, 30.0, 18.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_007438.jpg,[3],"[[71.0, 41.0, 193.0, 434.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000317.jpg,"[14, 3, 6, 9, 9]","[[295.0, 162.0, 75.0, 134.0], [252.0, 24.0, 109.0, 138.0], [50.0, 119.0, 264.0, 298.0], [37.0, 301.0, 212.0, 157.0], [53.0, 394.0, 249.0, 106.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008591.jpg,"[4, 3, 3, 3, 1]","[[187.0, 145.0, 141.0, 171.0], [133.0, 37.0, 149.0, 249.0], [438.0, 75.0, 62.0, 124.0], [1.0, 92.0, 20.0, 82.0], [124.0, 230.0, 11.0, 17.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005628.jpg,[18],"[[32.0, 1.0, 167.0, 256.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004871.jpg,[19],"[[29.0, 87.0, 420.0, 224.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005365.jpg,[3],"[[251.0, 296.0, 63.0, 204.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_007861.jpg,"[4, 3]","[[99.0, 164.0, 141.0, 199.0], [94.0, 127.0, 135.0, 170.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005777.jpg,"[2, 2]","[[84.0, 45.0, 272.0, 221.0], [56.0, 1.0, 258.0, 197.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001251.jpg,[17],"[[1.0, 15.0, 427.0, 359.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005442.jpg,[3],"[[138.0, 48.0, 198.0, 421.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_007940.jpg,[3],"[[90.0, 16.0, 293.0, 359.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_003813.jpg,[3],"[[287.0, 55.0, 189.0, 316.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003991.jpg,"[9, 3, 10]","[[207.0, 120.0, 122.0, 222.0], [165.0, 57.0, 133.0, 270.0], [1.0, 74.0, 141.0, 301.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002071.jpg,"[9, 9]","[[257.0, 127.0, 137.0, 170.0], [81.0, 184.0, 183.0, 149.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002873.jpg,"[3, 7]","[[32.0, 39.0, 337.0, 332.0], [1.0, 1.0, 499.0, 370.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004222.jpg,"[9, 3, 3]","[[87.0, 264.0, 239.0, 234.0], [67.0, 176.0, 130.0, 324.0], [121.0, 275.0, 128.0, 225.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002202.jpg,[3],"[[234.0, 178.0, 266.0, 184.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002272.jpg,"[8, 8, 8]","[[17.0, 64.0, 308.0, 242.0], [374.0, 75.0, 95.0, 187.0], [248.0, 42.0, 143.0, 166.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005000.jpg,"[17, 3]","[[61.0, 150.0, 109.0, 129.0], [58.0, 56.0, 237.0, 205.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005362.jpg,[0],"[[200.0, 136.0, 138.0, 76.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000897.jpg,"[17, 3]","[[152.0, 105.0, 184.0, 315.0], [157.0, 48.0, 188.0, 303.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002893.jpg,"[3, 3, 3, 3, 3, 3]","[[420.0, 250.0, 42.0, 83.0], [354.0, 257.0, 39.0, 89.0], [292.0, 253.0, 38.0, 79.0], [182.0, 244.0, 42.0, 76.0], [79.0, 242.0, 63.0, 133.0], [65.0, 252.0, 52.0, 123.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006118.jpg,[3],"[[101.0, 130.0, 226.0, 370.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000453.jpg,[6],"[[128.0, 233.0, 135.0, 239.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004333.jpg,"[15, 15, 15]","[[74.0, 41.0, 367.0, 275.0], [407.0, 98.0, 73.0, 45.0], [383.0, 100.0, 55.0, 43.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002074.jpg,"[10, 10, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[[117.0, 199.0, 220.0, 92.0], [1.0, 256.0, 305.0, 118.0], [264.0, 91.0, 126.0, 122.0], [299.0, 91.0, 160.0, 257.0], [299.0, 104.0, 201.0, 271.0], [215.0, 127.0, 36.0, 59.0], [164.0, 101.0, 63.0, 105.0], [95.0, 99.0, 118.0, 132.0], [7.0, 94.0, 113.0, 175.0], [193.0, 28.0, 59.0, 94.0], [290.0, 58.0, 26.0, 42.0], [268.0, 24.0, 18.0, 24.0], [358.0, 66.0, 19.0, 28.0], [376.0, 68.0, 18.0, 27.0], [374.0, 36.0, 10.0, 16.0], [24.0, 58.0, 18.0, 45.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001733.jpg,[6],"[[61.0, 81.0, 219.0, 321.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_003135.jpg,"[16, 16]","[[258.0, 324.0, 77.0, 136.0], [1.0, 270.0, 49.0, 173.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_001478.jpg,[6],"[[133.0, 167.0, 278.0, 125.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000764.jpg,"[3, 4]","[[90.0, 239.0, 114.0, 248.0], [39.0, 331.0, 204.0, 156.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002762.jpg,[9],"[[106.0, 58.0, 374.0, 282.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000265.jpg,[3],"[[102.0, 70.0, 154.0, 164.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005627.jpg,"[7, 16]","[[1.0, 1.0, 270.0, 203.0], [211.0, 1.0, 76.0, 42.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001517.jpg,[3],"[[63.0, 227.0, 172.0, 194.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004501.jpg,"[9, 3, 14, 1, 3, 9]","[[360.0, 224.0, 67.0, 151.0], [177.0, 82.0, 195.0, 293.0], [1.0, 119.0, 87.0, 157.0], [283.0, 78.0, 28.0, 95.0], [414.0, 4.0, 81.0, 82.0], [443.0, 52.0, 57.0, 88.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002086.jpg,"[2, 9]","[[112.0, 3.0, 291.0, 329.0], [3.0, 1.0, 497.0, 332.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005111.jpg,[3],"[[165.0, 101.0, 128.0, 274.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_007003.jpg,[11],"[[99.0, 7.0, 257.0, 314.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_006581.jpg,"[4, 4, 15, 15, 15]","[[94.0, 323.0, 152.0, 156.0], [162.0, 299.0, 131.0, 178.0], [78.0, 209.0, 24.0, 22.0], [135.0, 210.0, 19.0, 23.0], [108.0, 213.0, 22.0, 15.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_003496.jpg,"[0, 0]","[[1.0, 105.0, 277.0, 89.0], [1.0, 27.0, 499.0, 305.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003899.jpg,[1],"[[84.0, 31.0, 124.0, 341.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006169.jpg,[3],"[[116.0, 19.0, 359.0, 351.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004505.jpg,[6],"[[194.0, 146.0, 210.0, 75.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_005784.jpg,[5],"[[13.0, 31.0, 258.0, 229.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001173.jpg,"[2, 7]","[[2.0, 61.0, 476.0, 297.0], [1.0, 117.0, 499.0, 258.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002856.jpg,[1],"[[107.0, 104.0, 106.0, 330.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006046.jpg,"[18, 18, 18]","[[203.0, 308.0, 172.0, 57.0], [88.0, 196.0, 287.0, 163.0], [1.0, 187.0, 244.0, 144.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002096.jpg,[3],"[[149.0, 1.0, 351.0, 374.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001481.jpg,[11],"[[233.0, 305.0, 89.0, 92.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001941.jpg,"[3, 3, 3, 13]","[[71.0, 164.0, 25.0, 63.0], [95.0, 167.0, 26.0, 62.0], [61.0, 145.0, 171.0, 332.0], [182.0, 70.0, 193.0, 213.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_004088.jpg,[3],"[[1.0, 22.0, 301.0, 353.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_003581.jpg,[3],"[[50.0, 75.0, 325.0, 425.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001241.jpg,"[3, 3, 3]","[[91.0, 264.0, 39.0, 54.0], [222.0, 250.0, 42.0, 95.0], [99.0, 219.0, 155.0, 281.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004759.jpg,"[17, 17, 3]","[[19.0, 48.0, 469.0, 278.0], [64.0, 103.0, 102.0, 88.0], [33.0, 89.0, 29.0, 92.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004768.jpg,[2],"[[116.0, 122.0, 116.0, 298.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004425.jpg,"[6, 6, 6]","[[249.0, 50.0, 230.0, 147.0], [105.0, 130.0, 138.0, 111.0], [236.0, 146.0, 61.0, 76.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004619.jpg,"[9, 14, 16, 16, 16]","[[183.0, 112.0, 89.0, 95.0], [199.0, 81.0, 62.0, 53.0], [90.0, 200.0, 56.0, 82.0], [42.0, 223.0, 38.0, 57.0], [78.0, 232.0, 36.0, 48.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000993.jpg,"[3, 3, 3, 3]","[[54.0, 164.0, 25.0, 80.0], [29.0, 162.0, 43.0, 126.0], [181.0, 147.0, 98.0, 172.0], [19.0, 45.0, 211.0, 432.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_003494.jpg,[3],"[[249.0, 253.0, 125.0, 209.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004799.jpg,[3],"[[179.0, 40.0, 89.0, 179.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000630.jpg,"[18, 18]","[[148.0, 117.0, 118.0, 122.0], [422.0, 174.0, 78.0, 101.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003193.jpg,[4],"[[69.0, 60.0, 366.0, 225.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002547.jpg,[3],"[[161.0, 87.0, 257.0, 288.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_006768.jpg,[3],"[[225.0, 107.0, 116.0, 199.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_007118.jpg,[3],"[[136.0, 26.0, 71.0, 125.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002362.jpg,"[16, 9]","[[190.0, 356.0, 106.0, 144.0], [233.0, 317.0, 142.0, 183.0]]"
